ros_time,wall_time,cmd_vx,cmd_vy,cmd_wz,wheel_vx,wheel_vy,wheel_wz,icp_msg_age,icp_healthy,icp_frozen_count,icp_vx,icp_vy,icp_wz,icp_px,icp_py,icp_pyaw,icp_cov_xx,icp_cov_yy,icp_cov_aa,imu_wz,imu_cov,imu_msg_age,wheel_px,wheel_py,wheel_pyaw,amcl_px,amcl_py,amcl_pyaw,map2odom_x,map2odom_y,map2odom_yaw,particle_count,scan_valid_pts,scan_near_ratio,lf_mode,lf_error_deg,lf_center_count,lf_kanbujian,lf_vision_valid,lf_lane_tracks,lf_pair_valid,lf_pair_slope_diff,lf_half_width,lf_half_width_samples,lf_far_turn,lf_far_confidence,lf_far_points,lf_image_age,wz_sign_flip_event
1785480156.6671383,1785480156.6672058,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.02,0
1785480156.71646,1785480156.716504,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480156.7677097,1785480156.7683964,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.02,0
1785480156.816454,1785480156.8164883,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.03,0
1785480156.8673174,1785480156.867407,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480156.918581,1785480156.9186049,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.03,0
1785480156.9675486,1785480156.967581,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.01,0
1785480157.0175626,1785480157.0175815,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.047,227.9,29,normal,0.119,5,0.03,0
1785480157.0665762,1785480157.066599,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480157.1164672,1785480157.116502,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,227.9,29,normal,0.119,5,0.03,0
1785480157.1669128,1785480157.1670039,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480157.2163,1785480157.2163098,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.03,0
1785480157.2666864,1785480157.2667441,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.043,228.0,29,normal,0.119,5,0.01,0
1785480157.3166218,1785480157.3166628,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.03,0
1785480157.3662553,1785480157.3662686,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.043,227.9,29,normal,0.119,5,0.01,0
1785480157.4162624,1785480157.4162734,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.01,0
1785480157.466347,1785480157.4663584,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480157.516475,1785480157.5165079,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.042,228.0,29,normal,0.119,5,0.03,0
1785480157.5669746,1785480157.5670214,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.01,0
1785480157.620332,1785480157.6203632,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480157.6690278,1785480157.6690624,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.01,0
1785480157.718212,1785480157.7182252,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.03,0
1785480157.7662148,1785480157.7662244,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.01,0
1785480157.816369,1785480157.8163824,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.03,0
1785480157.8664107,1785480157.8664532,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480157.9178662,1785480157.9178846,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.047,228.0,29,normal,0.119,5,0.0,0
1785480157.9705055,1785480157.9705484,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.02,0
1785480158.019971,1785480158.0200016,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.04,0
1785480158.0720108,1785480158.0720475,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.02,0
1785480158.1181684,1785480158.1181836,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.047,227.9,29,normal,0.119,5,0.0,0
1785480158.1685143,1785480158.1685317,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.02,0
1785480158.221493,1785480158.2215607,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.01,0
1785480158.271273,1785480158.2712822,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.02,0
1785480158.318468,1785480158.318482,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,227.9,29,normal,0.119,5,0.04,0
1785480158.37167,1785480158.3717227,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.02,0
1785480158.419877,1785480158.4198942,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.01,0
1785480158.4724023,1785480158.472421,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480158.5197067,1785480158.519776,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.03,0
1785480158.56897,1785480158.5689986,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.02,0
1785480158.6176364,1785480158.6176472,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.03,0
1785480158.6666062,1785480158.6666427,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.02,0
1785480158.7164817,1785480158.716517,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.03,0
1785480158.7666593,1785480158.7666895,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.01,0
1785480158.816332,1785480158.816343,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480158.8662755,1785480158.866295,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480158.917226,1785480158.917258,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480158.9710126,1785480158.9710937,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.048,227.9,29,normal,0.119,5,0.02,0
1785480159.0223699,1785480159.0224006,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.0,0
1785480159.068653,1785480159.0686767,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.02,0
1785480159.1198604,1785480159.1198893,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.03,0
1785480159.1682205,1785480159.168252,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.01,0
1785480159.2184274,1785480159.2184596,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.03,0
1785480159.2699306,1785480159.2699623,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.01,0
1785480159.3217432,1785480159.3217983,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.043,228.0,29,normal,0.119,5,0.0,0
1785480159.3746636,1785480159.3746777,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480159.422936,1785480159.4229667,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,227.9,29,normal,0.119,5,0.01,0
1785480159.4725354,1785480159.4725838,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.047,227.9,29,normal,0.119,5,0.02,0
1785480159.5193331,1785480159.5193422,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.01,0
1785480159.5697663,1785480159.5697808,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,227.9,29,normal,0.119,5,0.02,0
1785480159.6162317,1785480159.616241,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.0,0
1785480159.6669815,1785480159.6670015,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.02,0
1785480159.716345,1785480159.7163641,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480159.7664764,1785480159.7664912,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.01,0
1785480159.8176508,1785480159.8176877,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.043,228.0,29,normal,0.119,5,0.03,0
1785480159.8669984,1785480159.8670332,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480159.9194458,1785480159.9195285,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.03,0
