ros_time,wall_time,cmd_vx,cmd_vy,cmd_wz,wheel_vx,wheel_vy,wheel_wz,icp_msg_age,icp_healthy,icp_frozen_count,icp_vx,icp_vy,icp_wz,icp_px,icp_py,icp_pyaw,icp_cov_xx,icp_cov_yy,icp_cov_aa,imu_wz,imu_cov,imu_msg_age,wheel_px,wheel_py,wheel_pyaw,amcl_px,amcl_py,amcl_pyaw,map2odom_x,map2odom_y,map2odom_yaw,particle_count,scan_valid_pts,scan_near_ratio,lf_mode,lf_error_deg,lf_center_count,lf_kanbujian,lf_vision_valid,lf_lane_tracks,lf_pair_valid,lf_pair_slope_diff,lf_half_width,lf_half_width_samples,lf_far_turn,lf_far_confidence,lf_far_points,lf_image_age,wz_sign_flip_event
1785480155.8680758,1785480155.8681161,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480155.9162896,1785480155.9163034,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.04,0
1785480155.9673352,1785480155.9674127,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.047,227.9,29,normal,0.119,5,0.02,0
1785480156.0165315,1785480156.0165434,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,227.9,29,normal,0.119,5,0.01,0
1785480156.0729547,1785480156.0730257,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.02,0
1785480156.1229208,1785480156.1229606,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.01,0
1785480156.1772282,1785480156.177249,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.02,0
1785480156.2236834,1785480156.223692,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.01,0
1785480156.2733614,1785480156.2733753,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.043,227.9,29,normal,0.119,5,0.02,0
1785480156.3188167,1785480156.318886,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,227.9,29,normal,0.119,5,0.0,0
1785480156.3709326,1785480156.3709977,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.02,0
1785480156.4173028,1785480156.417311,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.045,228.0,29,normal,0.119,5,0.03,0
1785480156.4664602,1785480156.466492,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,228.0,29,normal,0.119,5,0.01,0
1785480156.5163565,1785480156.5163784,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,228.0,29,normal,0.119,5,0.03,0
1785480156.5683608,1785480156.5684042,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.046,227.9,29,normal,0.119,5,0.02,0
1785480156.6164916,1785480156.6165092,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.5025276510766337,-10.666090297612783,-2.1549964039986196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,FAULT,-19.2,52,0,1,2,1,0.044,227.9,29,normal,0.119,5,0.03,0
